ds,inflow_operating_revenue_actual,inflow_operating_revenue_forecast,inflow_operating_revenue_lower,inflow_operating_revenue_upper,outflow_cogs_actual,outflow_cogs_forecast,outflow_cogs_lower,outflow_cogs_upper,outflow_opex_actual,outflow_opex_forecast,outflow_opex_lower,outflow_opex_upper,inflow_operating_revenue_final,outflow_cogs_final,outflow_opex_final,interest_expense,taxes,net_debt_financing_activity,capex_outflow,long_term_debt_projected,interest_forecast,interest_final,ebit_final,ebt_final,taxes_forecast,taxes_final,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_change_in_cash_total
2016-03-01,630924574.6900992,589454633.4704899,538550519.4265116,645600197.3260629,406999438.4144719,382145157.3553806,354154509.20727575,409710409.1861638,94638686.20351487,88667565.36243981,79983277.6856331,96973915.53920388,630924574.6900992,406999438.4144719,94638686.20351487,,,,,30221732.4,75554.33099999999,75554.33099999999,129286450.07211244,129210895.74111244,32302723.93527811,32302723.93527811,96908171.80583435,-0.0,0.0,96908171.80583435
2016-04-01,647443188.8522207,597501350.7208265,546601504.1894442,655548095.3481704,419255223.8570178,388201909.670264,359671458.349153,417348731.8141339,97116478.3278331,89766627.90711427,80937037.55287212,97686978.13003483,647443188.8522207,419255223.8570178,97116478.3278331,,,,,30221732.4,75554.33099999999,75554.33099999999,131071486.66736972,130995932.33636972,32748983.08409243,32748983.08409243,98246949.25227737,-0.0,0.0,98246949.25227737
2016-05-01,632063214.2843294,617137659.1259315,562547324.7459749,669842170.8919097,410263455.4763255,401181543.7514988,374188277.1377178,430884363.2216497,94809482.1426494,92795031.35189728,84572391.36267923,101396972.12261562,632063214.2843294,410263455.4763255,94809482.1426494,,,,,30221732.4,75554.33099999999,75554.33099999999,126990276.66535449,126914722.33435449,31728680.583588623,31728680.583588623,95186041.75076592,-0.0,0.0,95186041.75076592
2016-06-01,646874580.0254015,618921615.2370086,565295138.4485463,675279075.1376631,421042868.777429,403233490.3310949,376020088.1246401,430716227.9791724,97031187.0038102,92971740.66377915,85145646.52399413,101810482.0973936,646874580.0254015,421042868.777429,97031187.0038102,,,,,30221732.4,75554.33099999999,75554.33099999999,128800524.24416232,128724969.91316232,32181242.47829058,32181242.47829058,96543727.4348718,-0.0,0.0,96543727.4348718
2016-07-01,659258094.1621599,620401555.9301257,566726849.8151156,676022732.2938348,428887009.32257,406091321.2169455,377059425.0078554,433582436.6347576,98888714.12432398,92947492.7974689,84726916.0566344,101313402.40771304,659258094.1621599,428887009.32257,98888714.12432398,,,,,30221732.4,75554.33099999999,75554.33099999999,131482370.71526593,131406816.38426593,32851704.096066482,32851704.096066482,98555112.28819942,-0.0,0.0,98555112.28819942
2016-08-01,636972049.5176518,612746179.8979266,557447779.4729472,671380935.4640427,415154894.3923488,401236415.3546652,372743910.13740927,428120268.314717,95545807.42764775,92010839.0658732,83343959.70276178,100191946.82683527,636972049.5176518,415154894.3923488,95545807.42764775,,,,,30221732.4,75554.33099999999,75554.33099999999,126271347.6976552,126195793.3666552,31548948.3416638,31548948.3416638,94646845.0249914,-0.0,0.0,94646845.0249914
2016-09-01,657600195.3068599,618609668.7755594,560988549.7456558,675664866.0914475,429723865.7442986,404432523.7140288,374829188.9998204,431178073.9812836,98640029.29602896,92721153.33865738,84452096.14891157,101120151.97768375,657600195.3068599,429723865.7442986,98640029.29602896,,,,,30221732.4,75554.33099999999,75554.33099999999,129236300.2665323,129160745.9355323,32290186.483883075,32290186.483883075,96870559.45164931,-0.0,0.0,96870559.45164931
2016-10-01,660177505.0155665,600093971.7110868,544716964.8763468,652144243.8232207,432418721.92000514,392458561.2405207,364355927.8978216,418432268.1662098,99026625.75233497,90063430.82912852,81472274.32317378,98993210.0163666,660177505.0155665,432418721.92000514,99026625.75233497,,,,,30221732.4,75554.33099999999,75554.33099999999,128732157.34322637,128656603.01222637,32164150.753056593,32164150.753056593,96492452.25916982,-0.0,0.0,96492452.25916982
2016-11-01,660978445.3096149,603812159.4656694,547158093.2006216,660388730.7733248,433453758.3555563,396398759.4371001,367849776.4678664,425419164.94470257,99146766.79644224,90990165.06480104,82685760.2964968,99190284.75518884,660978445.3096149,433453758.3555563,99146766.79644224,,,,,30221732.4,75554.33099999999,75554.33099999999,128377920.15761638,128302365.82661638,32075591.456654094,32075591.456654094,96226774.36996233,-0.0,0.0,96226774.36996233
2016-12-01,678607568.7015725,633492762.135142,581389931.2922736,689438026.9350526,446137962.2406111,414993026.73314565,387384030.0155137,444548601.0994098,101791135.30523588,95168813.77593435,86679184.67711554,103287233.0693143,678607568.7015725,446137962.2406111,101791135.30523588,,,,,30221732.4,75554.33099999999,75554.33099999999,130678471.1557256,130602916.8247256,32650729.2061814,32650729.2061814,97952187.61854422,-0.0,0.0,97952187.61854422
2017-01-01,624187961.1933804,628178536.1682867,570645805.9416566,682547099.7438474,412019920.6064083,410244584.3268011,383049116.6813868,438115634.3545535,93628194.17900704,94266082.03218368,84816462.67824338,102015034.59678838,624187961.1933804,412019920.6064083,93628194.17900704,,,,,30221732.4,75554.33099999999,75554.33099999999,118539846.407965,118464292.076965,29616073.01924125,29616073.01924125,88848219.05772376,-0.0,0.0,88848219.05772376
2017-02-01,631511441.3571671,624214494.2668344,570104660.6973324,674367618.8707777,417517978.68849903,409993676.5670301,381975667.903294,437552157.4567044,94726716.20357506,93502157.0366056,85180405.59054217,101960704.55613302,631511441.3571671,417517978.68849903,94726716.20357506,,,,,30221732.4,75554.33099999999,75554.33099999999,119266746.46509302,119191192.13409302,29797798.033523254,29797798.033523254,89393394.10056984,-0.0,0.0,89393394.10056984
2017-03-01,626773809.4615804,620096348.4753264,564820629.8590161,675208534.3506328,414192135.2632191,406431272.24335736,379224465.1281169,432421651.4957461,94016071.41923706,93212155.29640584,84606600.28705405,101723456.43868272,626773809.4615804,414192135.2632191,94016071.41923706,,,,,30221732.4,75554.33099999999,75554.33099999999,118565602.7791242,118490048.4481242,29622512.11203105,29622512.11203105,88867536.33609319,-0.0,0.0,88867536.33609319
2017-04-01,630615621.6689358,639857652.7828184,586932759.9772854,698439659.5535117,417245237.021912,420491137.2918824,394337869.4023831,449768287.2757365,94592343.25034036,96101013.3808994,87494336.67109731,104136821.04668686,630615621.6689358,417245237.021912,94592343.25034036,,,,,30221732.4,75554.33099999999,75554.33099999999,118778041.39668345,118702487.06568345,29675621.766420864,29675621.766420864,89026865.29926264,-0.0,0.0,89026865.29926264
2017-05-01,627508708.2503628,640754377.27328,586697388.449792,694416407.5252732,414868208.0221917,423927970.15741134,394531999.5376937,453284867.5458866,94126306.23755442,96212754.33645202,87962492.57352844,104540649.18584996,627508708.2503628,414868208.0221917,94126306.23755442,,,,,30221732.4,75554.33099999999,75554.33099999999,118514193.99061662,118438639.65961662,29609659.914904155,29609659.914904155,88828979.74471247,-0.0,0.0,88828979.74471247
2017-06-01,670889193.3673726,633503136.4528874,581020679.8150965,684178787.98067,443837610.485249,419998836.4595193,391517585.0136098,448116240.5916593,100633379.0051059,95062782.20225556,86638910.11948742,104130339.8226315,670889193.3673726,443837610.485249,100633379.0051059,,,,,30221732.4,75554.33099999999,75554.33099999999,126418203.87701774,126342649.54601774,31585662.386504434,31585662.386504434,94756987.15951335,-0.0,0.0,94756987.15951335
2017-07-01,633939743.8259038,633341989.4248742,577768789.5140071,688166335.6983565,419530517.9073582,420740526.1461095,391025645.800793,450167365.1629405,95090961.57388556,94950550.80709878,86625831.37703562,103597287.66748454,633939743.8259038,419530517.9073582,95090961.57388556,,,,,30221732.4,75554.33099999999,75554.33099999999,119318264.34465998,119242710.01365998,29810677.503414996,29810677.503414996,89432032.51024497,-0.0,0.0,89432032.51024497
2017-08-01,634101259.5084884,640711034.9466183,585440313.2737957,695147191.4499481,421252433.7340229,424064118.51935256,396533190.0014433,452621572.6877715,95115188.92627326,96240800.9068538,87620044.89745335,104521323.9267681,634101259.5084884,421252433.7340229,95115188.92627326,,,,,30221732.4,75554.33099999999,75554.33099999999,117733636.84819221,117658082.51719221,29414520.629298054,29414520.629298054,88243561.88789415,-0.0,0.0,88243561.88789415
2017-09-01,678615055.1850224,634334004.0766902,581655528.9498634,687662720.894475,453126364.2428825,421510712.4273352,393827920.1449224,450852042.993589,101792258.27775335,95138502.58231737,86666544.45148107,103508021.2785666,678615055.1850224,453126364.2428825,101792258.27775335,,,,,30221732.4,75554.33099999999,75554.33099999999,123696432.66438651,123620878.33338651,30905219.583346628,30905219.583346628,92715658.75003994,-0.0,0.0,92715658.75003994
2017-10-01,680810181.1190611,668215884.8339753,615537036.6568638,724455134.7627558,454944431.27363575,440416227.9430984,413509429.0407482,468658547.1545212,102121527.16785917,100356418.5217249,91665848.66262206,108611507.60091712,680810181.1190611,454944431.27363575,102121527.16785917,,,,,30221732.4,75554.33099999999,75554.33099999999,123744222.67756617,123668668.34656617,30917167.086641543,30917167.086641543,92751501.25992465,-0.0,0.0,92751501.25992465
2017-11-01,650509314.1990595,651417833.4600692,598068208.3059214,710365345.6749569,435855959.92584425,433619478.1706532,403713675.34910303,461541604.2071414,97576397.12985893,97897397.09699602,89862131.50046895,105609107.56683151,650509314.1990595,435855959.92584425,97576397.12985893,,,,,30221732.4,75554.33099999999,75554.33099999999,117076957.14335632,117001402.81235632,29250350.70308908,29250350.70308908,87751052.10926723,-0.0,0.0,87751052.10926723
2017-12-01,660291943.4562168,642933852.3259388,588144288.3262423,698312214.2467356,443342652.8993483,431012907.6418032,402150949.3323835,460994108.077964,99043791.51843251,96407233.79806866,87793947.12465847,104289420.78178053,660291943.4562168,443342652.8993483,99043791.51843251,,,,,30221732.4,75554.33099999999,75554.33099999999,117905499.03843594,117829944.70743594,29457486.176858984,29457486.176858984,88372458.53057694,-0.0,0.0,88372458.53057694
2018-01-01,614911535.4691447,636272354.8656304,577466940.5638667,688975358.2493551,414628780.5702436,426990528.6676037,399194311.2995562,454062369.4893444,92236730.3203717,95331349.49385583,87204440.19966248,103364415.25115846,614911535.4691447,414628780.5702436,92236730.3203717,,,,,30221732.4,75554.33099999999,75554.33099999999,108046024.57852942,107970470.24752942,26992617.561882354,26992617.561882354,80977852.68564707,-0.0,0.0,80977852.68564707
2018-02-01,631414564.7819431,659950780.0364062,601569313.2437483,713301929.5561674,426902869.6310325,441301894.15161073,413550249.6835949,469516303.8441537,94712184.71729146,98853472.9727709,90467788.74623492,106948794.01704024,631414564.7819431,426902869.6310325,94712184.71729146,,,,,30221732.4,75554.33099999999,75554.33099999999,109799510.43361908,109723956.10261908,27430989.02565477,27430989.02565477,82292967.07696438,-0.0,0.0,82292967.07696438
2018-03-01,636003011.8096268,667782544.0267634,613697151.4402956,723162409.0402079,430087860.79882747,444765104.7489236,418169375.6350696,473317802.0125244,95400451.77144402,100188701.57142451,92281297.3161588,108466526.2983967,636003011.8096268,430087860.79882747,95400451.77144402,,,,,30221732.4,75554.33099999999,75554.33099999999,110514699.23935533,110439144.90835533,27609786.22708883,27609786.22708883,82829358.68126655,-0.0,0.0,82829358.68126655
2018-04-01,640448104.5578631,676385985.373878,620412152.0616316,734788499.6269432,434221742.98925614,453980244.6392964,424903835.1094375,482205037.1971941,96067215.68367946,101371866.86068614,93094396.27048787,109714315.65879872,640448104.5578631,434221742.98925614,96067215.68367946,,,,,30221732.4,75554.33099999999,75554.33099999999,110159145.88492751,110083591.55392751,27520897.888481878,27520897.888481878,82562693.66544569,-0.0,0.0,82562693.66544569
2018-05-01,678322272.6742401,662773848.9350616,604039922.9879956,712273862.9072642,460938738.242686,447800569.789085,417849614.8898647,477477108.1723845,101748340.901136,99348268.52394436,91236416.07112332,107972616.91478808,678322272.6742401,460938738.242686,101748340.901136,,,,,30221732.4,75554.33099999999,75554.33099999999,115635193.53041816,115559639.19941816,28889909.79985454,28889909.79985454,86669729.39956367,-0.0,0.0,86669729.39956367
2018-06-01,621088213.7466612,669538079.6847914,611552135.2344288,721443673.1248424,422426938.086453,451993426.3833609,425327721.2326872,480809761.6889548,93163232.06199916,100341115.03078128,91627786.14591874,108095291.37685166,621088213.7466612,422426938.086453,93163232.06199916,,,,,30221732.4,75554.33099999999,75554.33099999999,105498043.59820902,105422489.26720902,26355622.316802256,26355622.316802256,79066866.95040679,-0.0,0.0,79066866.95040679
2018-07-01,649835785.3655407,675120021.2797928,618839296.3700491,727487798.4149903,442324417.971808,456033995.5146523,426209538.24520415,485239164.9117628,97475367.8048311,101194019.52239004,92742499.20352831,109419740.80667076,649835785.3655407,442324417.971808,97475367.8048311,,,,,30221732.4,75554.33099999999,75554.33099999999,110035999.58890164,109960445.25790164,27490111.31447541,27490111.31447541,82470333.94342625,-0.0,0.0,82470333.94342625
2018-08-01,618073854.1125027,678535251.256865,617323760.2831837,730520238.1127615,421456925.0752141,459656860.3752504,432185370.7893528,488305783.9836081,92711078.1168754,101650050.22946133,93025420.32656096,110410736.9335042,618073854.1125027,421456925.0752141,92711078.1168754,,,,,30221732.4,75554.33099999999,75554.33099999999,103905850.9204132,103830296.5894132,25957574.1473533,25957574.1473533,77872722.44205987,-0.0,0.0,77872722.44205987
2018-09-01,640281755.7569048,688134007.9238194,630547203.5486523,745823606.3180742,437500611.4796389,465667901.4920144,436567657.0193946,492508566.4107315,96042263.36353572,103137924.05498604,94328914.22813846,111173902.0575746,640281755.7569048,437500611.4796389,96042263.36353572,,,,,30221732.4,75554.33099999999,75554.33099999999,106738880.91373026,106663326.58273026,26665831.645682566,26665831.645682566,79997494.93704772,-0.0,0.0,79997494.93704772
2018-10-01,668448545.6789876,682378420.3634269,624966863.6235406,743219232.8271024,457815402.690137,461655885.3853232,431356122.94517547,490060080.2376101,100267281.85184814,102250189.16119324,94725131.57976002,110232592.26321484,668448545.6789876,457815402.690137,100267281.85184814,,,,,30221732.4,75554.33099999999,75554.33099999999,110365861.13700247,110290306.80600247,27572576.701500617,27572576.701500617,82717730.10450184,-0.0,0.0,82717730.10450184
2018-11-01,657590400.355843,672519096.2088431,618676752.3735598,724450907.4498228,450061587.2089304,456895513.4642088,430474307.3311485,483778230.6308487,98638560.05337644,100744088.20861314,93192539.25314228,109291278.89763652,657590400.355843,450061587.2089304,98638560.05337644,,,,,30221732.4,75554.33099999999,75554.33099999999,108890253.09353614,108814698.76253614,27203674.690634035,27203674.690634035,81611024.07190216,-0.0,0.0,81611024.07190216
2018-12-01,643159255.9544543,668768247.474198,615181735.7331122,723694640.0181537,440486244.2719236,456418281.6415933,426940428.06834,486239629.5045445,96473888.39316814,100192892.8564084,91914865.18351522,108951882.13986772,643159255.9544543,440486244.2719236,96473888.39316814,,,,,30221732.4,75554.33099999999,75554.33099999999,106199123.28936255,106123568.95836255,26530892.239590637,26530892.239590637,79592676.71877193,-0.0,0.0,79592676.71877193
2019-01-01,608246507.7038087,625674214.2857987,567728920.5031216,677577185.4759215,416235737.0488217,431824962.3814785,404175454.2561221,461154859.0489823,91236976.1555713,93616164.47335662,85511554.92770055,101914532.57541084,608246507.7038087,416235737.0488217,91236976.1555713,,,,,30221732.4,75554.33099999999,75554.33099999999,100773794.4994157,100698240.1684157,25174560.042103924,25174560.042103924,75523680.12631178,-0.0,0.0,75523680.12631178
2019-02-01,625166812.6377603,633369775.5475469,577697143.6388619,689075250.7493168,429098634.595081,434526184.6345788,406113656.2641603,464009923.35995984,93775021.89566404,94803857.41257522,85855578.58290997,103334308.00327788,625166812.6377603,429098634.595081,93775021.89566404,,,,,30221732.4,75554.33099999999,75554.33099999999,102293156.14701527,102217601.81601527,25554400.45400382,25554400.45400382,76663201.36201143,-0.0,0.0,76663201.36201143
2019-03-01,639305679.5865731,657734777.5367707,602184157.1710206,713838786.0494324,440462656.8612712,447397923.6300545,418450835.4871381,475051670.8954505,95895851.93798596,98488730.70973648,90857550.54612312,107011674.31208634,639305679.5865731,440462656.8612712,95895851.93798596,,,,,30221732.4,75554.33099999999,75554.33099999999,102947170.78731596,102871616.45631596,25717904.11407899,25717904.11407899,77153712.342237,-0.0,0.0,77153712.342237
2019-04-01,619672801.1391939,654158314.4915196,600178555.5370039,709543285.4938108,428541328.9400932,447768465.3621534,420809467.7160603,476521416.664135,92950920.17087908,97955048.04520977,90292461.8957448,105615801.5018822,619672801.1391939,428541328.9400932,92950920.17087908,,,,,30221732.4,75554.33099999999,75554.33099999999,98180552.0282216,98104997.6972216,24526249.4243054,24526249.4243054,73578748.2729162,-0.0,0.0,73578748.2729162
2019-05-01,653923464.0299114,664472282.0227339,611409395.7724534,718666220.5333623,452339364.7004881,456217621.291649,428564920.4274674,483312747.8314597,98088519.6044867,99548098.24796335,90473535.50836006,107861481.16920802,653923464.0299114,452339364.7004881,98088519.6044867,,,,,30221732.4,75554.33099999999,75554.33099999999,103495579.7249366,103420025.3939366,25855006.34848415,25855006.34848415,77565019.04545248,-0.0,0.0,77565019.04545248
2019-06-01,638138507.6201042,656347055.1630646,603665835.968702,711250715.9768867,441276903.9619972,450357745.6648828,420129582.6843717,478393954.9542799,95720776.14301562,98325347.24276067,89706374.72661707,106634721.12041192,638138507.6201042,441276903.9619972,95720776.14301562,,,,,30221732.4,75554.33099999999,75554.33099999999,101140827.5150913,101065273.1840913,25266318.296022825,25266318.296022825,75798954.88806856,-0.0,0.0,75798954.88806856
2019-07-01,670534242.0902957,654372207.1400976,595236185.796207,708881258.2979902,464748876.9734613,448602886.3293171,422071953.0654831,478553116.23140943,100580136.31354436,98175612.44963172,89627155.52976914,106448442.65404136,670534242.0902957,464748876.9734613,100580136.31354436,,,,,30221732.4,75554.33099999999,75554.33099999999,105205228.80329001,105129674.47229001,26282418.618072502,26282418.618072502,78847255.85421753,-0.0,0.0,78847255.85421753
2019-08-01,658481124.578067,639765099.281453,579867557.9431792,695785264.827924,456812328.88585305,443052854.1737248,417026477.1174533,471189613.0523705,98772168.68671004,95687810.86917923,86781521.484226,103894649.1648544,658481124.578067,456812328.88585305,98772168.68671004,,,,,30221732.4,75554.33099999999,75554.33099999999,102896627.0055039,102821072.6745039,25705268.168625973,25705268.168625973,77115804.50587797,-0.0,0.0,77115804.50587797
2019-09-01,618248551.2087559,641430575.9100395,587458998.6165581,696124672.2821846,429561541.4698373,444215973.9888432,417965384.11762273,473172662.7803219,92737282.68131338,96073484.36371128,87739033.58826844,103909034.38409872,618248551.2087559,429561541.4698373,92737282.68131338,,,,,30221732.4,75554.33099999999,75554.33099999999,95949727.05760515,95874172.72660515,23968543.181651287,23968543.181651287,71905629.54495394,-0.0,0.0,71905629.54495394
2019-10-01,622258906.7732087,652094319.278345,597627790.916554,708661317.7282578,433570322.1088282,448934648.1634213,421025378.62544,476470717.78155845,93338836.0159813,97604457.46591178,89380044.35469249,105779859.37478538,622258906.7732087,433570322.1088282,93338836.0159813,,,,,30221732.4,75554.33099999999,75554.33099999999,95349748.64839923,95274194.31739923,23818548.57934981,23818548.57934981,71455645.7380495,-0.0,0.0,71455645.7380495
2019-11-01,629682308.2055669,665170259.9008005,607501258.1966665,720198868.892127,439977959.5529803,456845029.40398914,428140331.6846157,486238891.8914858,94452346.23083504,99422216.4554356,91050519.46136926,107935669.06913789,629682308.2055669,439977959.5529803,94452346.23083504,,,,,30221732.4,75554.33099999999,75554.33099999999,95252002.42175156,95176448.09075156,23794112.02268789,23794112.02268789,71382336.06806374,-0.0,0.0,71382336.06806374
2019-12-01,646862650.6750599,659440465.1559399,606506042.5617647,715770415.4316804,453298652.809511,454948240.6784495,425725301.7439736,482240054.8791395,97029397.60125898,98776693.0385465,90614440.02418374,107289390.70853396,646862650.6750599,453298652.809511,97029397.60125898,,,,,30221732.4,75554.33099999999,75554.33099999999,96534600.26428998,96459045.93328997,24114761.483322494,24114761.483322494,72344284.4499675,-0.0,0.0,72344284.4499675
2020-01-01,602999178.4666592,645172505.6931326,589740380.655265,700922000.0100628,423372689.9662615,447325625.6555191,418907814.0363508,477071567.3526368,90449876.76999888,96687955.66168056,88193773.46473947,105229720.6347351,602999178.4666592,423372689.9662615,90449876.76999888,,,,,30221732.4,75554.33099999999,75554.33099999999,89176611.73039877,89101057.39939877,22275264.349849693,22275264.349849693,66825793.0495491,-0.0,0.0,66825793.0495491
2020-02-01,621463077.2351966,654038429.7123486,597477147.6091099,709469422.1412052,436543522.73158896,450545829.89984506,423308393.4679884,478955218.4027675,93219461.58527948,98037876.03150868,90281237.73009732,105947157.74308492,621463077.2351966,436543522.73158896,93219461.58527948,,,,,30221732.4,75554.33099999999,75554.33099999999,91700092.91832817,91624538.58732817,22906134.64683204,22906134.64683204,68718403.9404962,-0.0,0.0,68718403.9404962
2020-03-01,434331284.7560655,580157847.4989868,524898682.3279692,632974746.2726599,303712162.37823105,402791706.2006704,373634617.0022905,431185975.6007144,65149692.71340982,86927643.8357746,77720283.36517477,94415329.68763672,434331284.7560655,303712162.37823105,65149692.71340982,,,,,30221732.4,75554.33099999999,75554.33099999999,65469429.6644246,65393875.3334246,16348468.83335615,16348468.83335615,49045406.500068486,-0.0,0.0,49045406.500068486
2020-04-01,329934216.91613483,398596910.4348617,343950525.89880764,449226668.3070679,228883802.0486205,278863333.23794955,251464434.8631574,307829536.2537196,49490132.53742022,59908340.3509616,51278459.29021334,68334704.313778,329934216.91613483,228883802.0486205,49490132.53742022,,,,,30221732.4,75554.33099999999,75554.33099999999,51560282.3300941,51484727.9990941,12871181.999773525,12871181.999773525,38613545.999320626,-0.0,0.0,38613545.999320626
2020-05-01,445147873.9730555,415171552.2255405,354486580.7548709,465065626.3972617,308533049.514632,293464587.07291305,265105817.0755926,321056539.6328077,66772181.09595832,62307562.816378005,54223053.23024091,70421076.33694021,445147873.9730555,308533049.514632,66772181.09595832,,,,,30221732.4,75554.33099999999,75554.33099999999,69842643.36246514,69767089.03146514,17441772.257866286,17441772.257866286,52325316.77359891,-0.0,0.0,52325316.77359891
2020-06-01,488767688.11686057,497474794.18179387,440990768.7181214,550364023.1180286,340408214.5284159,350057324.6435987,321279450.880872,378777251.9848884,73315153.21752909,74433996.26302168,66507816.637737975,82974537.9510759,488767688.11686057,340408214.5284159,73315153.21752909,,,,,30221732.4,75554.33099999999,75554.33099999999,75044320.37091559,74968766.03991559,18742191.509978898,18742191.509978898,56226574.52993673,-0.0,0.0,56226574.52993673
2020-07-01,546814028.6934824,527029041.3901155,474948749.68292,585570710.8181728,382776201.5394878,375205568.73867744,347490254.0863285,402552085.5895223,82022104.30402236,78429267.53861196,69874327.39857943,86726142.26782179,546814028.6934824,382776201.5394878,82022104.30402236,,,,,30221732.4,75554.33099999999,75554.33099999999,82015722.84997225,81940168.51897225,20485042.129743062,20485042.129743062,61455126.38922924,-0.0,0.0,61455126.38922924
2020-08-01,577430339.5801159,537866405.4768348,486647146.803965,594530945.2678162,405716215.1781351,382478440.4515157,355022555.04559964,409037714.8642993,86614550.93701738,80244880.22086644,71992707.05460045,88628909.49026644,577430339.5801159,405716215.1781351,86614550.93701738,,,,,30221732.4,75554.33099999999,75554.33099999999,85099573.46496344,85024019.13396344,21256004.78349086,21256004.78349086,63768014.35047263,-0.0,0.0,63768014.35047263
2020-09-01,629187577.7075578,563354648.0410908,507153826.6249236,617855924.7109648,443243044.1721798,396993279.2860099,369427049.1287335,424712220.345059,94378136.65613368,83968579.69889201,75555500.82561357,92013845.41214187,629187577.7075578,443243044.1721798,94378136.65613368,,,,,30221732.4,75554.33099999999,75554.33099999999,91566396.87924433,91490842.54824433,22872710.63706108,22872710.63706108,68618131.91118324,-0.0,0.0,68618131.91118324
2020-10-01,607189678.4937102,572854462.2639796,518991596.7735804,626470576.5204924,428275962.9312713,401303555.6276276,374075121.6238134,430936738.2136773,91078451.77405652,85572320.80836505,77322404.73907483,94437826.08638272,607189678.4937102,428275962.9312713,91078451.77405652,,,,,30221732.4,75554.33099999999,75554.33099999999,87835263.78838229,87759709.45738229,21939927.364345573,21939927.364345573,65819782.09303677,-0.0,0.0,65819782.09303677
2020-11-01,577693736.6613692,542005654.6784056,486781320.6653445,596208099.6566156,408397900.4818181,387553438.9496621,360781676.169879,414995044.27165633,86654060.49920538,81085957.77762829,72832964.74327247,90220825.47611044,577693736.6613692,408397900.4818181,86654060.49920538,,,,,30221732.4,75554.33099999999,75554.33099999999,82641775.68034577,82566221.34934577,20641555.337336443,20641555.337336443,61924666.01200938,-0.0,0.0,61924666.01200938
2020-12-01,626032271.009496,577764674.3736912,523656292.52638686,632290303.0805148,444494151.4191908,411920497.8555486,382677006.8147037,438531810.66451406,93904840.6514244,86111505.17453082,78222143.43653771,94548291.21260092,626032271.009496,444494151.4191908,93904840.6514244,,,,,30221732.4,75554.33099999999,75554.33099999999,87633278.9388808,87557724.6078808,21889431.1519702,21889431.1519702,65668293.45591068,-0.0,0.0,65668293.45591068
2021-01-01,633750577.7715789,574386438.7071291,521227190.9126921,627200102.8751359,450994283.3085784,409351246.7388757,381071706.9492764,435178464.8305957,95062586.66573684,85426135.68091843,77075790.22972482,93719439.13639258,633750577.7715789,450994283.3085784,95062586.66573684,,,,,30221732.4,75554.33099999999,75554.33099999999,87693707.79726374,87618153.46626374,21904538.366565935,21904538.366565935,65713615.09969783,-0.0,0.0,65713615.09969783
2021-01-31,605830680.0,542388796.4293735,488742127.2224853,599601931.9583217,373233787.92,342607653.03014886,313481097.0354427,368899739.5543888,90874602.0,81919036.37539698,73800599.97799487,90807560.12077267,605830680.0,373233787.92,90874602.0,66630.87,27104873.04,0.0,6527458.0,30221732.4,75554.33099999999,66630.87,141722290.07999998,141655659.20999998,35413914.802499995,27104873.04,114550786.16999996,-6527458.0,0.0,108023328.16999996
2021-02-28,653103760.81,593168250.1791903,535341733.07755166,644475089.5480727,402397427.86,381603962.4087868,354683671.3522656,409250431.196634,97965564.1215,88762136.5352207,80266075.39496195,97683611.79194222,653103760.81,402397427.86,97965564.1215,67673.34,29229267.92,437840.5500000008,7437379.0,30221732.4,75554.33099999999,67673.34,152740768.8284999,152673095.4884999,38168273.87212498,29229267.92,123443827.56849992,-7437379.0,437840.5500000008,116444289.11849992
2021-03-31,645280680.0,582915650.2221388,523700648.7762687,635580944.6894116,396294782.4,369494073.0014026,339784635.98628706,397409408.3731795,96792102.0,87705419.22344421,78743330.944697,95588790.99654904,645280680.0,396294782.4,96792102.0,59696.13,28879599.58,-3350431.350000001,6401901.0,30221732.4,75554.33099999999,59696.13,152193795.60000002,152134099.47000003,38033524.86750001,28879599.58,123254499.89000005,-6401901.0,-3350431.350000001,113502167.54000005
2021-04-30,633761366.33,565481927.4322727,513787512.4112763,622784896.5948265,388732622.09,364629831.1328525,335506916.40709966,390614445.7570692,95064204.9495,84972141.99082698,76103897.8589836,93243606.9977147,633761366.33,388732622.09,95064204.9495,51957.19,28372103.61,-3250351.6499999985,6788431.0,30221732.4,75554.33099999999,51957.19,149964539.29050004,149912582.10050005,37478145.52512501,28372103.61,121540478.49050003,-6788431.0,-3250351.6499999985,111501695.84050003
2021-05-31,605697120.0,530671549.07142,470876639.3625957,584576370.4280413,372088072.44000006,340244601.0510249,311869518.3222382,368078475.41638047,90854568.0,79821489.01280557,71435808.67545432,88181959.2663034,605697120.0,372088072.44000006,90854568.0,65748.73,27102691.54,5792445.75,6025676.0,30221732.4,75554.33099999999,65748.73,142754479.55999994,142688730.82999995,35672182.70749999,27102691.54,115586039.2899999,-6025676.0,5792445.75,115352809.0399999
2021-06-30,581552400.0,545329663.072069,484796679.91589504,598427386.0500963,358096099.2,347155233.4571089,317857592.4935509,374834872.12696415,87232860.0,82403822.2401918,74609295.85940322,90631540.06549712,581552400.0,358096099.2,87232860.0,74311.75,26010217.02,3596468.3999999985,4611555.0,30221732.4,75554.33099999999,74311.75,136223440.8,136149129.05,34037282.2625,26010217.02,110138912.03000003,-4611555.0,3596468.3999999985,109123825.43000004
